"subjectid" "activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodyaccjerkmagmean" "fbodyaccjerkmagstd" "fbodygyromagmean" "fbodygyromagstd" "fbodygyrojerkmagmean" "fbodygyrojerkmagstd"
4 "STANDING" 0.280499745892857 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.86159737875 -0.896880538392857 0.95619779125 -0.0759009061071429 0.166893825946429 -0.972908355892857 -0.917613464821429 -0.899404775267857 0.0721328379857143 -0.00653015693773214 -0.0211889890567857 -0.972586541964286 -0.938354677857143 -0.973054201071429 -0.0306449342357143 -0.061824850625 0.0755636430892857 -0.909687974464286 -0.949227146964286 -0.909995038571429 -0.103057894142857 -0.0461257201357143 -0.0490753497867857 -0.949633878571429 -0.976065174642857 -0.957982019464286 -0.906478051785714 -0.890976683392857 -0.906478051785714 -0.890976683392857 -0.963370738392857 -0.958159482142857 -0.900982100535714 -0.885144317678571 -0.967614073928571 -0.964282784285714 -0.973497549642857 -0.889549205 -0.93164342125 -0.978737637678571 -0.857380281803571 -0.887554317678571 -0.972310894285714 -0.937624242142857 -0.968648411607143 -0.975706723571429 -0.944075308928571 -0.976229505535714 -0.905464161964286 -0.955992945178571 -0.915280955357143 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.917614014821429 -0.895340042142857 -0.956139283571429 -0.96003249875 -0.914209165714286 -0.887194404285714 -0.964471139464286 -0.9664302175
4 "WALKING" 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 -0.0788267367683333 -0.586252806833333 0.963999696833333 -0.0858540265666667 0.127764112666667 -0.983826494833333 -0.967963221 -0.962968112 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.297042612533333 -0.221165131581667 -0.7513913825 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.500916659 -0.665394092833333 -0.662608226 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.492341066833333 -0.807419937 -0.640454132833333 -0.312050574166667 -0.527679103166667 -0.312050574166667 -0.527679103166667 -0.366700879833333 -0.316918956 -0.49779220106 -0.553116111166667 -0.6813040365 -0.7301463685 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.101799450565167 -0.594198325666667 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.29732607245 -0.2099000063 -0.772359087333333 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.542646759 -0.654657770166667 -0.716458475166667 -0.450804558333333 -0.651172628166667 -0.318587811 -0.320458701 -0.609285588016667 -0.593937200833333 -0.724327420666667 -0.757768081166667
4 "WALKING_DOWNSTAIRS" 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 0.947731858666667 -0.0620852772955556 0.148714808888889 -0.955258881333333 -0.932066041111111 -0.937753794444444 0.0971862748866667 0.00563780215111111 -0.00729137766444444 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 -0.816858240222222 -0.325780073711111 -0.0491616726733333 -0.0819559041111111 -0.0491616726733333 -0.0819559041111111 -0.228851413747333 -0.216858921977778 -0.3466062928 -0.3805726254 -0.592843014888889 -0.637079543555556 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.32253131772 -0.512694303111111 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.177202094317778 -0.668867334444444 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.691518367333333 -0.621658471333333 -0.01907433524 -0.263644030288889 -0.175295286557778 -0.280426776955556 -0.429213369555556 -0.457674088 -0.621752455777778 -0.685470931777778
4 "WALKING_UPSTAIRS" 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 0.946264314423077 -0.232944304615385 0.0841675382884615 -0.958495235576923 -0.923376019038462 -0.919619453269231 0.0560971909634615 0.0234018993153846 0.00340280836730769 -0.380488027307692 -0.281543175326923 -0.726495311923077 0.0393825198942308 -0.0859471683596154 0.0843753843384615 -0.454431043269231 -0.551185569230769 -0.360811047884615 -0.1314720713 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 -0.840722752692308 -0.556236584807692 -0.153703935357692 -0.212012300480769 -0.153703935357692 -0.212012300480769 -0.400922254807692 -0.437261477884615 -0.299779407884615 -0.510974134423077 -0.686978374423077 -0.755270457692308 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.101434446040385 -0.345109817692308 -0.418304647307692 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.314525030788462 -0.762772175 -0.3710689925 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.489824279230769 -0.424533512307692 -0.276825498230769 -0.301005898461538 -0.397406285 -0.497324087307692 -0.575794072115385 -0.552489628846154 -0.740749226346154 -0.794209483076923
5 "LAYING" 0.278334325576923 -0.0183042123269231 -0.107937603673077 -0.965934509615385 -0.969295613269231 -0.968562516346154 -0.483470597692308 0.954890346153846 0.263644691923077 -0.945695336153846 -0.985964053846154 -0.977076645 0.0848164824230769 0.00747460829615385 -0.00304067159653846 -0.983307862115385 -0.964560430961538 -0.985419368461538 -0.0218935013501923 -0.0798709596153846 0.159894366942308 -0.979498706538461 -0.977427370576923 -0.960583776923077 -0.102114125 -0.0404446925288462 -0.07083096875 -0.983422257692308 -0.983759479230769 -0.989679592307692 -0.966777882884615 -0.958612786346154 -0.966777882884615 -0.958612786346154 -0.980141253846154 -0.977477145384615 -0.946938300576923 -0.958287921923077 -0.9864194225 -0.98377138 -0.968741678461538 -0.965419520961538 -0.977007724615385 -0.964953893653846 -0.972909186730769 -0.965882191153846 -0.982689657115385 -0.965328566153846 -0.983250309423077 -0.985625270384615 -0.96624258 -0.986135599038461 -0.975797491730769 -0.978249645769231 -0.963202948461538 -0.980705769807692 -0.977257800961538 -0.963305738076923 -0.962234984038462 -0.962525369423077 -0.977356379807692 -0.976381934807692 -0.968257068846154 -0.959263063269231 -0.984618025769231 -0.983434493076923
5 "SITTING" 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 0.880731443863636 0.168445524 0.143006857611364 -0.983137541590909 -0.939942979795454 -0.945008999545455 0.0749577410909091 -0.00278773346136363 0.00338609594827273 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.966225485 -0.950064068181818 -0.940637937045455 -0.0889747665681818 -0.0454702982386364 -0.0487714733568182 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.9379783225 -0.920939027727273 -0.969320155681818 -0.965757731590909 -0.934301646590909 -0.931414810454545 -0.973848287045455 -0.970392610454546 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.9825908425 -0.9022915301 -0.92184351 -0.976024951136364 -0.954237489772727 -0.969501330681818 -0.976530547272727 -0.954464442045455 -0.97602233 -0.957117251818182 -0.955460359318182 -0.938003425909091 -0.969390369318182 -0.947571471590909 -0.947346476590909 -0.936290604545455 -0.925669291136364 -0.964440302272727 -0.966545323409091 -0.944760322045455 -0.934746865454545 -0.971598370227273 -0.970675403409091
5 "STANDING" 0.282544390892857 -0.00700418554517857 -0.102171095696429 -0.968591815714286 -0.869439913392857 -0.869327321785714 0.960188699107143 -0.03871012665 0.138638436607143 -0.974088206071429 -0.931973943392857 -0.914608495714286 0.0725189859107143 -0.00221990214464286 -0.0122812220569643 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.0322711902673214 -0.050987505 0.0690945763946429 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.0922249863035714 -0.0399108188821429 -0.0422221341625 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.906104701071429 -0.87977380125 -0.906104701071429 -0.87977380125 -0.956863566071429 -0.942962047678571 -0.900671630714286 -0.867041711785714 -0.958405900892857 -0.947970723571429 -0.964500917321429 -0.890796360535714 -0.915083799107143 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.963059235178571 -0.93137020875 -0.958438726607143 -0.965778920714286 -0.936202600714286 -0.96807230125 -0.909661802321429 -0.939373524464286 -0.907190836607143 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.9046413925 -0.886745170714286 -0.941825903035714 -0.943601960178571 -0.904543921607143 -0.868913993928571 -0.952286438035714 -0.946196462857143
5 "WALKING" 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625 0.972624959821429 -0.100440285303571 0.00247623628392857 -0.979348381428571 -0.961585474821429 -0.964580803928571 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.304992488892857 -0.519636926071429 -0.269481661080357 -0.305685376071429 -0.484262828928571 -0.589741506785714 -0.548053574821429 -0.455665300892857
5 "WALKING_DOWNSTAIRS" 0.29354392712766 -0.00850107533191489 -0.100319930659574 0.275046110468085 0.0907630761042553 -0.325891435319149 0.956649352553192 -0.0607578318319149 0.0216777910246191 -0.950490938510638 -0.912363420851064 -0.927192732978723 0.109650600459574 0.0137618233808511 0.0213397664446809 0.0322415501638298 0.0473612314702128 -0.52265163787234 -0.068294569906383 -0.0707805998787234 0.0806559989574468 -0.46064684487234 -0.409134149148936 -0.227869042382979 -0.110149008255319 -0.0708296588478723 -0.0399656935617021 -0.411302217446809 -0.514591487234043 -0.0344217467042553 0.211138853638298 0.205422375957447 0.211138853638298 0.205422375957447 -0.0637528559361702 -0.0292570509829787 -0.218029835319149 -0.360678305253192 -0.39719562106383 -0.450303212340426 0.0984320090212766 0.0792280694042553 -0.374740089574468 0.336554724893617 0.0268269875085106 -0.353397850212766 -0.0368012151170213 -0.0568032957531915 -0.491979946170213 0.011055933212766 0.0901720096791489 -0.551178075319149 -0.295345101425532 -0.382483075106383 -0.034175027916383 -0.51494094106383 -0.431552775319149 -0.374705187021277 0.155742168808511 0.0428533623276596 0.00918394264170213 -0.089735699787234 -0.349338414731915 -0.484141274255319 -0.453697247021277 -0.487128422553191
5 "WALKING_UPSTAIRS" 0.268459469914894 -0.0325269755153191 -0.107471453914894 -0.0457237779851064 0.185022459476596 -0.308938978787234 0.936821834893617 -0.265942569148936 -0.0232035364248936 -0.95357996893617 -0.900511719787234 -0.92141958 0.0795443483829787 0.0140130363106383 -0.025590953282766 -0.223896564340426 -0.125026612744681 -0.63836903212766 0.0395191121489362 -0.117195551802128 0.0424442819489362 -0.443342262340426 -0.440345826382979 -0.26545133312766 -0.143029686361702 -0.0559895777393617 -0.0534895401 -0.305245202489362 -0.631822048297872 -0.282154378489362 0.0435562021989362 -0.136736383765957 0.0435562021989362 -0.136736383765957 -0.247403476914894 -0.310186545957447 -0.235516929306383 -0.354687870212766 -0.47348816787234 -0.557988065531915 -0.161485339978723 0.0728903158085106 -0.457470676808511 -0.00473819670425532 0.165037631180851 -0.28925665906383 -0.289725470425532 -0.19681792087234 -0.606717464680851 -0.22532784293617 -0.105311152804255 -0.668825711276596 -0.263615096246809 -0.516609046808511 -0.139801393244681 -0.501685580212766 -0.403486393191489 -0.380378006808511 -0.169261525 -0.254091927148936 -0.264674938957447 -0.378616675957447 -0.392564530851064 -0.440445051914894 -0.571344138723404 -0.572485019787234
6 "STANDING" 0.27850142 -0.02027448008 -0.1058499106 -0.990171605 -0.957064457 -0.953929649 0.956592989 -0.18361763 0.127782563 -0.993188533 -0.980260547 -0.969815393 0.0767687944 0.011732375136 -0.00363421449 -0.981330686 -0.972943967 -0.985838307 -0.01806002373 -0.05112660605 0.0919410654 -0.969460544 -0.96213379 -0.963843328 -0.1012060591 -0.0506029121 -0.0600871519 -0.975416781 -0.981431519 -0.965403772 -0.970218312 -0.968793479 -0.970218312 -0.968793479 -0.982360971 -0.978722449 -0.954714799 -0.950638897 -0.980971105 -0.972778932 -0.986598588 -0.960375336 -0.97255938 -0.992044688 -0.957086824 -0.947229608 -0.981047857 -0.972330193 -0.983974547 -0.983390802 -0.975796768 -0.986218094 -0.965289073 -0.965382371 -0.955320506 -0.970855893 -0.960627589 -0.970825946 -0.971770887 -0.970862768 -0.979058742 -0.97737202 -0.956754009 -0.954884642 -0.974373393 -0.972280844
9 "LAYING" 0.2591955368 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.5802528348 -0.1191541962 0.9578730416 -0.9218210626 -0.9699944882 -0.9712046902 0.08807344764 0.011561732718 -0.0070536778584 -0.9647404702 -0.9639966798 -0.958562455 -0.013632036148 -0.15890291983 0.101275010682 -0.9422465098 -0.9266185314 -0.9615953704 -0.10384667982 -0.027552256948 -0.0569490475 -0.945329035 -0.9621702422 -0.9770761602 -0.9308684376 -0.91512680016 -0.9308684376 -0.91512680016 -0.9633745492 -0.9550268052 -0.9071250998 -0.8985578738 -0.964524819 -0.9528015598 -0.946865494 -0.9343665984 -0.9459190006 -0.9409810272 -0.9128367508 -0.9419711636 -0.964304065 -0.9640828062 -0.955909215 -0.9686013042 -0.966634136 -0.9597147176 -0.930297921 -0.9345796594 -0.9598150092 -0.9463891504 -0.9231319366 -0.965686312 -0.9266042952 -0.921929738394 -0.9543205856 -0.9550947122 -0.9186053356 -0.9034005814 -0.9558062546 -0.9522904702
9 "SITTING" 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 0.9163245106 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 0.077005006374 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.042328876778 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.0930708106 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.8933617176 -0.8637564342 -0.8933617176 -0.8637564342 -0.964383757 -0.9517802432 -0.9032355368 -0.9066063206 -0.9733641366 -0.9663610734 -0.959413594 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.9655962396 -0.9580073906 -0.9575269752 -0.9666604036 -0.9585229866 -0.9649413418 -0.950315237 -0.9396930078 -0.940312313 -0.9618360162 -0.910583361 -0.9341874784 -0.8977181972 -0.8691725114 -0.9530504408 -0.9493949814 -0.9344377378 -0.9064712292 -0.9683155878 -0.9659970148
9 "STANDING" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.916974437555556 -0.954514301555556 -0.941510336 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.946330171777778 -0.940265546444444 -0.963242884 -0.963593159555556 -0.929769067777778 -0.910909659555556 -0.967491628 -0.964770799111111
9 "WALKING" 0.278502842115385 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.955523995576923 0.0704357270480769 0.0212255910017308 0.00414762740192308 -0.206733787961538 -0.276929933846154 -0.409764526153846 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.467054167884615 -0.265683521346154 -0.0809204094461538 -0.0356283427038462 -0.0633406620592308 -0.526985309038462 -0.549200228076923 -0.457881494038462 -0.0980840496143461 -0.37942877 -0.0980840496143461 -0.37942877 -0.203733615519231 -0.317113487115385 -0.294542266826923 -0.489725811538462 -0.510253995769231 -0.599866472692308 -0.294711163653846 -0.257677616153846 -0.250806259788462 -0.218019977423077 -0.223972558596154 -0.0337965256573077 -0.314265401346154 -0.367706595 -0.399541245192308 -0.170228340134423 -0.228380473480769 -0.419104362884615 -0.383676120961538 -0.436905860576923 -0.240222512134615 -0.507404512692308 -0.490990336346154 -0.342367223269231 -0.318801022711538 -0.513891953269231 -0.316870715576923 -0.322337536730769 -0.513797480384615 -0.562714528653846 -0.602581618269231 -0.624351923653846
9 "WALKING_DOWNSTAIRS" 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.094591202447619 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.355981821428571 -0.425377408333333 -0.325042890904762 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.364282565714286 -0.356561471714286 0.222203941 0.0888671674047619 0.00716877883571429 0.0705526138333333 -0.347540226666667 -0.424170737142857 -0.463172053809524 -0.485158906904762
9 "WALKING_UPSTAIRS" 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857 0.902647777755102 -0.0377947824285714 -0.266009866857143 -0.954383557142857 -0.901317321632653 -0.89407107877551 0.0692266245755102 0.00126612218367347 0.00766046602367347 -0.335291644693878 -0.586147012244898 -0.647296002040816 -0.16396719 -0.0412587909579592 0.14569462592449 -0.343976630734694 -0.400859067959184 -0.138176481058776 -0.0684689593355102 -0.0302797452408163 -0.0236327911183673 -0.660419534285714 -0.708604774693878 -0.65711420122449 -0.260727581428571 -0.400222037142857 -0.260727581428571 -0.400222037142857 -0.440667540204082 -0.445485397959184 -0.0833234490061224 -0.425839761428571 -0.672840561836735 -0.748651255510204 -0.342735952653061 -0.405022798163265 -0.384710423408163 -0.369815777346939 -0.297641062755102 -0.244081808302041 -0.402044750408163 -0.608498592040816 -0.615125710612245 -0.327421989591837 -0.590112916530612 -0.677831082857143 -0.313941631326531 -0.499159202857143 -0.327698671183673 -0.361626377102041 -0.352033091612245 -0.165554554220408 -0.372890348979592 -0.509929461428571 -0.419533108571429 -0.484935752040816 -0.531482693877551 -0.456841325204082 -0.734159449387755 -0.787781590816326
10 "LAYING" 0.2835855 -0.0308355847806452 -0.12622000483871 -0.966716331935484 -0.931902401612903 -0.944378083870968 -0.501563738064516 0.592761541612903 -0.355236610645161 -0.944076676451613 -0.949707361290323 -0.945247814225807 0.0773295356225806 0.0230288279977419 0.0141314727222581 -0.981784671935484 -0.971811276129032 -0.970244875483871 -0.026830916316129 -0.0334546902948387 0.127405594064516 -0.948174286774194 -0.968312284516129 -0.966554382258065 -0.0980380351935484 -0.0451061645258065 -0.0664101363870968 -0.957124877741935 -0.979344629032258 -0.983918217096774 -0.944977426774194 -0.920519438387097 -0.944977426774194 -0.920519438387097 -0.976604932903226 -0.966051500645161 -0.938023998064516 -0.924365041612903 -0.976237619354839 -0.96366575483871 -0.968097910645161 -0.949759239354839 -0.951559394516129 -0.966270232580645 -0.928319100935484 -0.944970300741935 -0.98215486483871 -0.972658898709677 -0.965345751612903 -0.983105999354839 -0.973030670322581 -0.973928267096774 -0.938831754193548 -0.968998184193548 -0.964584804193548 -0.951646019032258 -0.96821429516129 -0.970351558709677 -0.939281768709677 -0.924155386129032 -0.967131342258065 -0.963814526774194 -0.937855030322581 -0.928977731612903 -0.965522982258065 -0.964047203548387
10 "SITTING" 0.26648791125 -0.007590084375 -0.106662612666667 -0.982381380833333 -0.90782336325 -0.979813246666667 0.772061905 0.394936138333333 0.192379538333333 -0.966375509583333 -0.922064527916667 -0.97384662125 0.07782588975 -0.0114558805666667 0.000192206337916667 -0.99184835 -0.982994955 -0.99065022875 -0.0415229940833333 -0.090053206125 0.079365164875 -0.99189008875 -0.99076154 -0.958275585 -0.0926842950416667 -0.0403565787083333 -0.0451001513666667 -0.994648275416667 -0.993648335 -0.993459084583333 -0.958802614166667 -0.9340454375 -0.958802614166667 -0.9340454375 -0.990675654583333 -0.988236777916667 -0.94555842625 -0.962997184583333 -0.995299805 -0.993503097916667 -0.985816377083333 -0.936432631666667 -0.9825623525 -0.98120719625 -0.901086511958333 -0.979031035416667 -0.991788049166667 -0.98286252375 -0.988666093333333 -0.9927226375 -0.984582384583333 -0.991318049166667 -0.989736917083333 -0.990891135833333 -0.961154927083333 -0.992633984166667 -0.99076394625 -0.961024563333333 -0.953397232083333 -0.935372269583333 -0.988423610833333 -0.9868837925 -0.974154948333333 -0.962368529166667 -0.99350721625 -0.993646079583333
10 "STANDING" 0.277208912173913 -0.0186034766521739 -0.107216145391304 -0.978875957826087 -0.928600123043478 -0.961700806086957 0.961203941304348 -0.209525757391304 0.018759488 -0.995815175652174 -0.98257384826087 -0.96881939826087 0.0857876553043478 0.0115040925621739 -0.00113407152391304 -0.964510666521739 -0.941121971304348 -0.980151865652174 -0.0342533213913043 -0.0704055433478261 0.0943988502173913 -0.940036730434783 -0.972455039565217 -0.957781566086957 -0.10369084626087 -0.0382459751173913 -0.0581216323043478 -0.957920309130435 -0.983546196521739 -0.970733792608696 -0.961892766086957 -0.947364282173913 -0.961892766086957 -0.947364282173913 -0.967458881304348 -0.952314536086956 -0.947259272173913 -0.930314903043478 -0.97710698173913 -0.971670615652174 -0.970010344347826 -0.929956443478261 -0.96808819826087 -0.983962611304348 -0.931615433913043 -0.960405807391304 -0.964410957391304 -0.942115542173913 -0.976941283913043 -0.967981291304348 -0.944615056521739 -0.982059826521739 -0.933156173913044 -0.972804736086957 -0.95396869173913 -0.942550391304348 -0.972433384782609 -0.962944459130435 -0.944871964347826 -0.956806698695652 -0.950499063043478 -0.954150851304348 -0.945395816521739 -0.93257264 -0.97314391826087 -0.971431099130435
10 "WALKING" 0.273122722666667 -0.01531919924 -0.100748953 -0.249738631333333 0.112133696333333 -0.387540783333333 0.958613089333333 -0.212314622666667 0.0401311746 -0.974188294 -0.964241958 -0.960567200666667 0.0900213524666667 -0.00127848086666667 -0.00664191666666667 -0.144078961733333 0.266599751066667 -0.493374974 0.0119899056466667 -0.10224608082 0.0944590546 -0.371598999333333 -0.315504240666667 -0.134789883666667 -0.130106082466667 -0.0766401259333333 -0.0456843981933333 -0.319413896 -0.486247048666667 -0.269011952666667 -0.144539631333333 -0.198719854666667 -0.144539631333333 -0.198719854666667 -0.1207090104 0.04778526314 -0.166345064666667 -0.384022396666667 -0.41085119 -0.454373289333333 -0.1794448964 0.218399250133333 -0.400822693333333 -0.279608864666667 -0.0236779952 -0.429822572666667 -0.17440481626 0.209499125466667 -0.446535985333333 -0.189623930271333 0.2412314984 -0.538643093333333 -0.234633961333333 -0.354072000666667 -0.0588944790733333 -0.415783699333333 -0.298587705333333 -0.240607661333333 -0.0979086248666667 -0.387700242 0.0094917128 0.0873714630666667 -0.375991548666667 -0.499305457333333 -0.479293760666667 -0.46019972
